segment_id,street,direction,length,observed_speed,predicted_speed,travel_time_minutes,estimated_co2,distance_score,time_score,emission_score,distance_focused_score,balanced_score,sustainability_focused_score
127,Ashland,NB,0.5,19.0,22.5,1.33,104.6,0.3506,0.1191,0.3177,0.2779,0.261,0.2614
129,Ashland,NB,0.5,26.0,24.0,1.25,104.6,0.3506,0.1057,0.3177,0.2739,0.2565,0.2574
131,Ashland,NB,0.5,25.0,23.2,1.29,104.6,0.3506,0.1124,0.3177,0.2759,0.2588,0.2594
132,Ashland,NB,0.23,14.0,14.5,0.95,62.6,0.0,0.0588,0.0812,0.0258,0.0468,0.0664
133,Ashland,SB,0.5,26.0,23.2,1.29,104.6,0.3506,0.1129,0.3177,0.276,0.2589,0.2595
134,Ashland,SB,0.5,23.0,23.2,1.29,104.6,0.3506,0.1129,0.3177,0.276,0.2589,0.2595
135,Ashland,SB,0.5,23.0,22.8,1.32,104.6,0.3506,0.1165,0.3177,0.2771,0.2602,0.2606
136,Ashland,SB,0.5,19.0,22.2,1.35,104.6,0.3506,0.1217,0.3177,0.2787,0.2619,0.2622
137,Ashland,SB,1.0,27.0,25.0,2.4,209.2,1.0,0.2888,0.9059,0.7772,0.7271,0.7301
138,Ashland,SB,0.5,28.0,22.8,1.32,104.6,0.3506,0.1165,0.3177,0.2771,0.2602,0.2606
139,Ashland,SB,0.5,24.0,21.8,1.37,104.6,0.3506,0.1257,0.3177,0.2799,0.2633,0.2634
140,Ashland,SB,0.5,13.0,22.0,1.36,104.6,0.3506,0.1238,0.3177,0.2793,0.2626,0.2628
141,Ashland,SB,0.5,27.0,24.2,1.24,104.6,0.3506,0.1038,0.3177,0.2733,0.2558,0.2568
142,Ashland,SB,0.5,23.0,23.3,1.29,104.6,0.3506,0.1116,0.3177,0.2756,0.2585,0.2591
143,Ashland,SB,0.5,25.0,23.1,1.3,104.6,0.3506,0.1138,0.3177,0.2763,0.2592,0.2598
144,Ashland,SB,0.5,28.0,23.3,1.29,104.6,0.3506,0.1116,0.3177,0.2756,0.2585,0.2591
145,Ashland,SB,0.5,23.0,23.9,1.26,104.6,0.3506,0.1071,0.3177,0.2743,0.257,0.2578
146,Ashland,SB,0.5,20.0,23.1,1.3,104.6,0.3506,0.1138,0.3177,0.2763,0.2592,0.2598
147,Ashland,SB,0.5,30.0,23.2,1.29,104.6,0.3506,0.1124,0.3177,0.2759,0.2588,0.2594
148,Ashland,SB,1.0,20.0,23.0,2.61,209.2,1.0,0.3224,0.9059,0.7873,0.7386,0.7402
151,Ashland,SB,0.5,17.0,22.7,1.32,104.6,0.3506,0.1177,0.3177,0.2775,0.2606,0.261
152,Ashland,SB,0.6,18.0,19.2,1.88,125.5,0.4805,0.2057,0.4353,0.3935,0.3721,0.3709
153,Ashland,SB,0.53,21.0,22.4,1.42,110.9,0.3896,0.1332,0.3529,0.309,0.2903,0.2907
155,Ashland,SB,0.55,25.0,24.3,1.36,115.1,0.4156,0.1231,0.3765,0.3239,0.3033,0.3044
156,Ashland,SB,0.45,3.0,5.4,4.99,169.5,0.2857,0.7033,0.6823,0.4506,0.5586,0.649
157,Ashland,SB,0.55,22.0,22.3,1.48,115.1,0.4156,0.1423,0.3765,0.3297,0.3098,0.3101
158,Ashland,SB,0.45,21.0,21.5,1.25,94.2,0.2857,0.1066,0.2588,0.2293,0.2159,0.2159
159,Ashland,SB,0.5,18.0,22.3,1.35,104.6,0.3506,0.1214,0.3177,0.2786,0.2618,0.2621
160,Ashland,SB,0.5,24.0,24.0,1.25,104.6,0.3506,0.1057,0.3177,0.2739,0.2565,0.2574
161,Ashland,SB,0.5,24.0,22.9,1.31,104.6,0.3506,0.1152,0.3177,0.2767,0.2597,0.2602
162,Ashland,SB,0.5,22.0,22.8,1.31,104.6,0.3506,0.116,0.3177,0.277,0.26,0.2605
166,Ashland,SB,0.5,27.0,24.4,1.23,104.6,0.3506,0.1025,0.3177,0.2729,0.2554,0.2564
168,Irving Park,EB,0.5,27.0,24.4,1.23,104.6,0.3506,0.1025,0.3177,0.2729,0.2554,0.2564
169,55th,WB,0.46,31.0,24.5,1.13,96.2,0.2987,0.0862,0.2706,0.2321,0.2172,0.2181
170,55th,WB,0.5,29.0,24.2,1.24,104.6,0.3506,0.1045,0.3177,0.2735,0.2561,0.257
171,55th,WB,0.5,25.0,24.6,1.22,104.6,0.3506,0.1007,0.3177,0.2724,0.2548,0.2559
172,55th,WB,0.5,29.0,24.2,1.24,104.6,0.3506,0.1045,0.3177,0.2735,0.2561,0.257
173,55th,WB,0.5,22.0,23.2,1.29,104.6,0.3506,0.1125,0.3177,0.2759,0.2588,0.2594
174,55th,WB,0.5,25.0,23.2,1.29,104.6,0.3506,0.1125,0.3177,0.2759,0.2588,0.2594
175,Garfield,WB,0.5,31.0,28.0,1.07,104.6,0.3506,0.0772,0.3177,0.2653,0.2468,0.2488
179,Garfield,WB,0.72,11.0,18.0,2.4,195.8,0.6364,0.2892,0.8306,0.5516,0.5824,0.6487
180,Garfield,WB,0.27,15.0,16.2,1.0,73.4,0.0519,0.0664,0.1423,0.0653,0.0867,0.1105
181,Garfield,WB,0.5,23.0,22.7,1.32,104.6,0.3506,0.1172,0.3177,0.2773,0.2604,0.2608
186,North,EB,0.51,19.0,23.1,1.33,106.7,0.3636,0.1179,0.3294,0.2865,0.2688,0.2694
187,North,EB,0.49,20.0,22.7,1.29,102.5,0.3377,0.113,0.3059,0.2671,0.2508,0.2512
188,North,EB,0.5,31.0,24.6,1.22,104.6,0.3506,0.1013,0.3177,0.2725,0.255,0.256
189,North,EB,0.51,27.0,24.5,1.25,106.7,0.3636,0.1055,0.3294,0.2828,0.2646,0.2657
190,North,EB,0.49,27.0,24.2,1.22,102.5,0.3377,0.1006,0.3059,0.2634,0.2466,0.2475
191,North,EB,0.5,27.0,24.4,1.23,104.6,0.3506,0.1023,0.3177,0.2729,0.2553,0.2564
192,North,EB,0.5,22.0,23.1,1.3,104.6,0.3506,0.1134,0.3177,0.2762,0.2591,0.2597
193,North,EB,0.28,25.0,23.7,0.71,58.6,0.0649,0.0194,0.0588,0.0507,0.0474,0.0476
194,North,EB,0.72,14.0,19.0,2.28,150.6,0.6364,0.27,0.5764,0.5205,0.492,0.4905
195,North,EB,0.78,25.0,23.9,1.96,163.2,0.7143,0.2186,0.6471,0.5589,0.5236,0.5253
196,North,WB,0.56,30.0,26.4,1.27,117.2,0.4286,0.1093,0.3882,0.3288,0.3067,0.3086
197,North,WB,0.5,28.0,27.3,1.1,104.6,0.3506,0.0815,0.3177,0.2666,0.2483,0.2501
204,North,WB,0.49,33.0,29.8,0.99,102.5,0.3377,0.0641,0.3059,0.2524,0.2341,0.2365
205,North,WB,0.5,21.0,23.0,1.3,104.6,0.3506,0.1146,0.3177,0.2765,0.2595,0.26
206,North,WB,0.51,22.0,22.3,1.37,106.7,0.3636,0.1258,0.3294,0.2889,0.2715,0.2718
207,North,WB,0.49,24.0,23.0,1.28,102.5,0.3377,0.1105,0.3059,0.2663,0.2499,0.2504
208,North,WB,0.5,20.0,22.0,1.36,104.6,0.3506,0.1236,0.3177,0.2792,0.2626,0.2627
209,North,WB,0.5,20.0,21.6,1.39,104.6,0.3506,0.1281,0.3177,0.2806,0.2641,0.2641
210,North,WB,0.28,22.0,22.4,0.75,58.6,0.0649,0.0259,0.0588,0.0526,0.0496,0.0496
1,55th,EB,0.5,21.0,23.4,1.28,104.6,0.3506,0.111,0.3177,0.2754,0.2583,0.2589
2,55th,EB,0.5,20.0,23.9,1.25,104.6,0.3506,0.1066,0.3177,0.2741,0.2568,0.2577
3,55th,EB,0.5,24.0,24.7,1.21,104.6,0.3506,0.0999,0.3177,0.2721,0.2545,0.2556
4,55th,EB,0.5,18.0,19.3,1.55,104.6,0.3506,0.1541,0.3177,0.2884,0.2729,0.2719
5,Garfield,EB,0.5,27.0,26.8,1.12,104.6,0.3506,0.0849,0.3177,0.2676,0.2494,0.2511
6,Garfield,EB,0.5,26.0,26.2,1.14,104.6,0.3506,0.0889,0.3177,0.2688,0.2508,0.2523
7,Garfield,EB,0.5,26.0,26.8,1.12,104.6,0.3506,0.0853,0.3177,0.2677,0.2495,0.2512
8,Garfield,EB,0.5,27.0,25.9,1.16,104.6,0.3506,0.0915,0.3177,0.2696,0.2517,0.2531
9,Garfield,EB,0.72,24.0,23.4,1.84,150.6,0.6364,0.2006,0.5764,0.4996,0.4684,0.4697
10,Garfield,EB,0.27,26.0,25.3,0.64,56.5,0.0519,0.0088,0.0471,0.0385,0.0357,0.0361
12,Archer,WB,0.5,29.0,27.6,1.09,104.6,0.3506,0.0798,0.3177,0.2661,0.2477,0.2496
13,Archer,WB,0.5,25.0,26.8,1.12,104.6,0.3506,0.0848,0.3177,0.2676,0.2494,0.2511
14,55th,WB,0.5,27.0,27.1,1.11,104.6,0.3506,0.083,0.3177,0.2671,0.2488,0.2506
19,Pulaski,NB,0.5,40.0,34.9,0.86,76.4,0.3506,0.0436,0.1593,0.2394,0.1831,0.1437
20,Pulaski,NB,0.5,31.0,31.9,0.94,76.4,0.3506,0.0566,0.1593,0.2433,0.1875,0.1476
21,Pulaski,NB,0.5,35.0,32.8,0.91,76.4,0.3506,0.0522,0.1593,0.242,0.186,0.1463
22,Pulaski,NB,0.5,39.0,34.9,0.86,76.4,0.3506,0.0436,0.1593,0.2394,0.1831,0.1437
25,Pulaski,NB,0.5,24.0,23.9,1.25,104.6,0.3506,0.1064,0.3177,0.2741,0.2567,0.2576
26,Pulaski,NB,0.5,26.0,25.2,1.19,104.6,0.3506,0.0962,0.3177,0.271,0.2533,0.2545
27,Pulaski,NB,1.0,18.0,19.6,3.07,209.2,1.0,0.3961,0.9059,0.8094,0.7636,0.7624
33,Pulaski,NB,0.38,16.0,19.3,1.18,79.5,0.1948,0.0947,0.1765,0.1629,0.1547,0.1538
34,Pulaski,NB,0.5,21.0,25.5,1.17,104.6,0.3506,0.0938,0.3177,0.2703,0.2525,0.2538
35,Pulaski,NB,0.53,25.0,26.4,1.21,110.9,0.3896,0.099,0.3529,0.2988,0.2787,0.2804
36,Pulaski,NB,0.95,31.0,26.5,2.15,198.8,0.9351,0.2496,0.847,0.7206,0.673,0.6766
37,Pulaski,NB,0.5,19.0,25.8,1.16,104.6,0.3506,0.092,0.3177,0.2698,0.2518,0.2533
38,Pulaski,NB,0.5,20.0,24.1,1.24,104.6,0.3506,0.1048,0.3177,0.2736,0.2562,0.2571
39,Pulaski,NB,0.5,23.0,25.4,1.18,104.6,0.3506,0.0951,0.3177,0.2707,0.2529,0.2542
44,Pulaski,NB,0.68,16.0,20.3,2.01,142.3,0.5844,0.2266,0.5294,0.4716,0.4446,0.4441
45,Pulaski,NB,0.5,18.0,22.8,1.31,104.6,0.3506,0.1161,0.3177,0.277,0.26,0.2605
46,Pulaski,NB,0.24,14.0,15.3,0.94,65.3,0.013,0.0563,0.0964,0.0343,0.0553,0.0761
47,Pulaski,NB,0.5,27.0,22.3,1.35,104.6,0.3506,0.1212,0.3177,0.2785,0.2617,0.262
48,Pulaski,NB,0.5,19.0,22.3,1.35,104.6,0.3506,0.1212,0.3177,0.2785,0.2617,0.262
50,Pulaski,NB,0.5,20.0,25.2,1.19,104.6,0.3506,0.0962,0.3177,0.271,0.2532,0.2545
51,Pulaski,NB,0.65,18.0,18.9,2.07,136.0,0.5455,0.2366,0.4941,0.4477,0.4235,0.422
52,Pulaski,NB,0.85,29.0,26.7,1.91,177.8,0.8052,0.2114,0.7294,0.6195,0.5783,0.5816
53,Pulaski,NB,0.4,27.0,24.2,0.99,83.7,0.2208,0.0644,0.2,0.1718,0.1608,0.1614
60,Pulaski,SB,0.5,32.0,27.2,1.1,104.6,0.3506,0.0827,0.3177,0.267,0.2487,0.2505
61,Pulaski,SB,0.5,34.0,26.7,1.12,104.6,0.3506,0.0859,0.3177,0.2679,0.2498,0.2514
62,Pulaski,SB,0.5,23.0,26.2,1.15,104.6,0.3506,0.0895,0.3177,0.269,0.251,0.2525
63,Pulaski,SB,0.5,27.0,21.3,1.41,104.6,0.3506,0.1309,0.3177,0.2814,0.2651,0.2649
64,Pulaski,SB,0.5,26.0,26.3,1.14,104.6,0.3506,0.0886,0.3177,0.2687,0.2507,0.2523
65,Pulaski,SB,0.5,18.0,23.5,1.28,104.6,0.3506,0.1106,0.3177,0.2753,0.2581,0.2588
69,Pulaski,SB,0.5,27.0,24.1,1.24,104.6,0.3506,0.1048,0.3177,0.2736,0.2562,0.2571
70,Pulaski,SB,0.5,23.0,23.6,1.27,104.6,0.3506,0.1095,0.3177,0.275,0.2578,0.2585
71,Pulaski,SB,0.5,26.0,25.0,1.2,104.6,0.3506,0.0976,0.3177,0.2714,0.2537,0.255
72,Pulaski,SB,0.62,18.0,20.3,1.83,129.7,0.5065,0.1992,0.4588,0.4095,0.3863,0.3857
78,Pulaski,SB,0.5,20.0,21.6,1.39,104.6,0.3506,0.1283,0.3177,0.2807,0.2642,0.2642
79,Pulaski,SB,0.5,20.0,22.1,1.36,104.6,0.3506,0.1232,0.3177,0.2791,0.2624,0.2626
80,Pulaski,SB,0.5,17.0,23.6,1.27,104.6,0.3506,0.1092,0.3177,0.2749,0.2577,0.2584
82,Pulaski,SB,0.46,18.0,22.4,1.23,96.2,0.2987,0.1029,0.2706,0.2371,0.2229,0.2231
85,Pulaski,SB,0.5,23.0,24.0,1.25,104.6,0.3506,0.1059,0.3177,0.2739,0.2565,0.2574
86,Pulaski,SB,0.24,22.0,19.9,0.72,50.2,0.013,0.0216,0.0118,0.0155,0.0155,0.0148
87,Pulaski,SB,0.5,16.0,23.5,1.28,104.6,0.3506,0.1104,0.3177,0.2753,0.2581,0.2588
88,Pulaski,SB,0.5,16.0,21.1,1.42,104.6,0.3506,0.133,0.3177,0.2821,0.2658,0.2656
89,Pulaski,SB,0.5,27.0,23.8,1.26,104.6,0.3506,0.1074,0.3177,0.2744,0.2571,0.2579
90,Pulaski,SB,0.5,27.0,24.0,1.25,104.6,0.3506,0.1061,0.3177,0.274,0.2566,0.2575
91,Pulaski,SB,0.65,24.0,23.5,1.66,136.0,0.5455,0.1715,0.4941,0.4281,0.4014,0.4025
92,Pulaski,SB,0.85,25.0,24.9,2.05,177.8,0.8052,0.2338,0.7294,0.6262,0.5859,0.5883
93,Pulaski,SB,0.4,21.0,22.5,1.06,83.7,0.2208,0.0763,0.2,0.1754,0.1648,0.165
94,Pulaski,SB,0.6,31.0,22.7,1.59,125.5,0.4805,0.1596,0.4353,0.3797,0.3565,0.3571
96,Pulaski,SB,0.5,35.0,25.2,1.19,104.6,0.3506,0.0965,0.3177,0.2711,0.2533,0.2546
97,Pulaski,SB,0.5,25.0,23.8,1.26,104.6,0.3506,0.1071,0.3177,0.2743,0.257,0.2578
98,Ashland,NB,0.5,23.0,23.5,1.28,104.6,0.3506,0.1103,0.3177,0.2753,0.2581,0.2588
99,Ashland,NB,0.5,24.0,24.7,1.21,104.6,0.3506,0.0999,0.3177,0.2721,0.2545,0.2556
102,Ashland,NB,1.0,20.0,22.7,2.65,209.2,1.0,0.3286,0.9059,0.7892,0.7407,0.7421
103,Ashland,NB,0.5,28.0,24.7,1.22,104.6,0.3506,0.1003,0.3177,0.2723,0.2547,0.2558
104,Ashland,NB,0.5,28.0,24.7,1.21,104.6,0.3506,0.1001,0.3177,0.2722,0.2546,0.2557
105,Ashland,NB,0.5,31.0,26.7,1.12,104.6,0.3506,0.0855,0.3177,0.2678,0.2496,0.2513
106,Ashland,NB,0.5,21.0,23.6,1.27,104.6,0.3506,0.1094,0.3177,0.275,0.2577,0.2585
107,Ashland,NB,0.5,25.0,24.3,1.23,104.6,0.3506,0.1034,0.3177,0.2732,0.2557,0.2567
108,Ashland,NB,0.5,23.0,24.3,1.24,104.6,0.3506,0.1037,0.3177,0.2733,0.2558,0.2568
109,Ashland,NB,0.5,23.0,23.3,1.29,104.6,0.3506,0.1123,0.3177,0.2758,0.2587,0.2593
110,Ashland,NB,0.5,25.0,24.3,1.23,104.6,0.3506,0.1034,0.3177,0.2732,0.2557,0.2567
111,Ashland,NB,0.5,18.0,23.3,1.29,104.6,0.3506,0.1121,0.3177,0.2758,0.2587,0.2593
112,Ashland,NB,0.5,25.0,24.6,1.22,104.6,0.3506,0.1011,0.3177,0.2725,0.2549,0.256
114,Ashland,NB,0.4,16.0,17.0,1.41,108.8,0.2208,0.1312,0.3412,0.2059,0.23,0.2661
115,Ashland,NB,0.6,20.0,21.2,1.7,125.5,0.4805,0.177,0.4353,0.3849,0.3624,0.3623
116,Ashland,NB,0.5,21.0,23.0,1.3,104.6,0.3506,0.1144,0.3177,0.2765,0.2594,0.26
117,Ashland,NB,0.6,19.0,21.4,1.68,125.5,0.4805,0.1745,0.4353,0.3842,0.3616,0.3616
118,Ashland,NB,0.53,25.0,23.2,1.37,110.9,0.3896,0.1256,0.3529,0.3067,0.2877,0.2884
119,Ashland,NB,0.35,20.0,21.5,0.98,73.2,0.1558,0.0621,0.1411,0.1263,0.1191,0.1189
120,Ashland,NB,0.55,26.0,23.2,1.42,115.1,0.4156,0.133,0.3765,0.3269,0.3066,0.3074
121,Ashland,NB,0.45,20.0,21.5,1.25,94.2,0.2857,0.1066,0.2588,0.2293,0.2159,0.2159
122,Ashland,NB,0.55,27.0,23.2,1.42,115.1,0.4156,0.133,0.3765,0.3269,0.3066,0.3074
123,Ashland,NB,0.45,15.0,21.5,1.25,94.2,0.2857,0.1066,0.2588,0.2293,0.2159,0.2159
124,Ashland,NB,0.5,20.0,22.9,1.31,104.6,0.3506,0.1152,0.3177,0.2767,0.2597,0.2602
125,Ashland,NB,0.5,16.0,21.6,1.39,104.6,0.3506,0.1277,0.3177,0.2805,0.264,0.264
126,Ashland,NB,0.5,17.0,21.6,1.39,104.6,0.3506,0.1277,0.3177,0.2805,0.264,0.264
133,Ashland,SB,0.5,29.0,24.9,1.21,104.6,0.3506,0.0991,0.3177,0.2719,0.2542,0.2554
134,Ashland,SB,0.5,23.0,24.9,1.21,104.6,0.3506,0.0991,0.3177,0.2719,0.2542,0.2554
136,Ashland,SB,0.5,27.0,25.8,1.16,104.6,0.3506,0.0923,0.3177,0.2699,0.2519,0.2534
137,Ashland,SB,1.0,26.0,24.6,2.44,209.2,1.0,0.2957,0.9059,0.7793,0.7295,0.7322
139,Ashland,SB,0.5,0.0,18.6,1.61,136.0,0.3506,0.1638,0.4941,0.3089,0.3345,0.3807
140,Ashland,SB,0.5,23.0,23.7,1.26,104.6,0.3506,0.108,0.3177,0.2746,0.2573,0.2581
141,Ashland,SB,0.5,25.0,24.9,1.21,104.6,0.3506,0.0991,0.3177,0.2719,0.2542,0.2554
142,Ashland,SB,0.5,25.0,24.9,1.21,104.6,0.3506,0.0991,0.3177,0.2719,0.2542,0.2554
143,Ashland,SB,0.5,20.0,23.5,1.28,104.6,0.3506,0.1103,0.3177,0.2752,0.258,0.2588
144,Ashland,SB,0.5,24.0,25.5,1.18,104.6,0.3506,0.0941,0.3177,0.2704,0.2526,0.2539
150,Ashland,SB,0.6,22.0,22.6,1.59,125.5,0.4805,0.1602,0.4353,0.3799,0.3567,0.3573
1,55th,EB,0.5,26.0,27.6,1.09,104.6,0.3506,0.0797,0.3177,0.2661,0.2477,0.2496
2,55th,EB,0.5,26.0,26.3,1.14,104.6,0.3506,0.0885,0.3177,0.2687,0.2506,0.2522
3,55th,EB,0.5,28.0,27.2,1.1,104.6,0.3506,0.0827,0.3177,0.267,0.2487,0.2505
151,Ashland,SB,0.5,22.0,24.4,1.23,104.6,0.3506,0.103,0.3177,0.273,0.2555,0.2565
152,Ashland,SB,0.6,29.0,24.1,1.49,125.5,0.4805,0.1446,0.4353,0.3752,0.3514,0.3526
153,Ashland,SB,0.53,23.0,22.8,1.4,110.9,0.3896,0.1291,0.3529,0.3078,0.2889,0.2895
154,Ashland,SB,0.35,25.0,22.6,0.93,73.2,0.1558,0.0546,0.1411,0.124,0.1166,0.1166
155,Ashland,SB,0.55,25.0,24.7,1.34,115.1,0.4156,0.1195,0.3765,0.3229,0.302,0.3033
160,Ashland,SB,0.5,16.0,22.6,1.33,104.6,0.3506,0.1186,0.3177,0.2777,0.2609,0.2612
161,Ashland,SB,0.5,24.0,22.7,1.32,104.6,0.3506,0.1169,0.3177,0.2772,0.2603,0.2607
162,Ashland,SB,0.5,19.0,22.1,1.36,104.6,0.3506,0.1228,0.3177,0.279,0.2623,0.2625
166,Ashland,SB,0.5,24.0,25.1,1.2,104.6,0.3506,0.0974,0.3177,0.2714,0.2537,0.2549
174,55th,WB,0.5,14.0,21.6,1.39,104.6,0.3506,0.1278,0.3177,0.2805,0.264,0.264
175,Garfield,WB,0.5,18.0,20.9,1.44,104.6,0.3506,0.1357,0.3177,0.2829,0.2667,0.2664
176,Garfield,WB,0.5,16.0,20.9,1.44,104.6,0.3506,0.1357,0.3177,0.2829,0.2667,0.2664
177,Garfield,WB,0.5,27.0,26.9,1.12,104.6,0.3506,0.0846,0.3177,0.2675,0.2493,0.251
179,Garfield,WB,0.72,31.0,27.7,1.56,150.6,0.6364,0.1549,0.5764,0.4859,0.4529,0.456
180,Garfield,WB,0.27,23.0,22.7,0.71,56.5,0.0519,0.0203,0.0471,0.042,0.0396,0.0395
181,Garfield,WB,0.5,21.0,23.0,1.3,104.6,0.3506,0.1142,0.3177,0.2764,0.2594,0.2599
185,87th,EB,0.5,23.0,24.0,1.25,104.6,0.3506,0.1059,0.3177,0.2739,0.2565,0.2574
188,North,EB,0.5,25.0,25.2,1.19,104.6,0.3506,0.0964,0.3177,0.2711,0.2533,0.2546
189,North,EB,0.51,25.0,23.8,1.28,106.7,0.3636,0.1113,0.3294,0.2845,0.2665,0.2674
190,North,EB,0.49,23.0,22.9,1.28,102.5,0.3377,0.1114,0.3059,0.2666,0.2502,0.2507
191,North,EB,0.5,19.0,23.6,1.27,104.6,0.3506,0.1094,0.3177,0.275,0.2577,0.2585
192,North,EB,0.5,20.0,23.3,1.29,104.6,0.3506,0.1115,0.3177,0.2756,0.2585,0.2591
195,North,EB,0.78,25.0,24.1,1.94,163.2,0.7143,0.2158,0.6471,0.558,0.5226,0.5244
196,North,WB,0.56,27.0,25.9,1.3,117.2,0.4286,0.1131,0.3882,0.3299,0.308,0.3097
197,North,WB,0.5,27.0,25.6,1.17,104.6,0.3506,0.0935,0.3177,0.2702,0.2523,0.2537
198,North,WB,0.48,27.0,26.2,1.1,100.4,0.3247,0.0816,0.2941,0.2487,0.232,0.2334
199,North,WB,0.51,23.0,21.8,1.41,106.7,0.3636,0.1308,0.3294,0.2904,0.2732,0.2733
200,North,WB,0.51,17.0,22.2,1.38,106.7,0.3636,0.1261,0.3294,0.289,0.2716,0.2718
202,North,WB,0.5,27.0,24.4,1.23,104.6,0.3506,0.1025,0.3177,0.2729,0.2554,0.2564
203,North,WB,0.51,23.0,22.0,1.39,106.7,0.3636,0.1281,0.3294,0.2895,0.2722,0.2724
204,North,WB,0.49,23.0,22.8,1.29,102.5,0.3377,0.1125,0.3059,0.2669,0.2506,0.251
205,North,WB,0.5,25.0,22.3,1.34,104.6,0.3506,0.1206,0.3177,0.2784,0.2616,0.2619
209,North,WB,0.5,26.0,21.3,1.41,104.6,0.3506,0.1307,0.3177,0.2814,0.265,0.2649
210,North,WB,0.28,25.0,24.2,0.7,58.6,0.0649,0.0174,0.0588,0.0501,0.0468,0.047
30,Pulaski,NB,0.5,28.0,27.1,1.11,104.6,0.3506,0.083,0.3177,0.267,0.2488,0.2506
31,Pulaski,NB,0.5,27.0,27.2,1.1,104.6,0.3506,0.0823,0.3177,0.2668,0.2485,0.2504
32,Pulaski,NB,0.62,19.0,22.6,1.65,129.7,0.5065,0.1696,0.4588,0.4007,0.3762,0.3768
33,Pulaski,NB,0.38,35.0,26.2,0.87,79.5,0.1948,0.0454,0.1765,0.1482,0.138,0.139
37,Pulaski,NB,0.5,33.0,27.8,1.08,104.6,0.3506,0.0784,0.3177,0.2657,0.2472,0.2492
38,Pulaski,NB,0.5,34.0,27.7,1.08,104.6,0.3506,0.0789,0.3177,0.2658,0.2474,0.2493
39,Pulaski,NB,0.5,31.0,27.8,1.08,104.6,0.3506,0.0787,0.3177,0.2658,0.2473,0.2493
41,Pulaski,NB,0.62,17.0,23.5,1.58,129.7,0.5065,0.1591,0.4588,0.3975,0.3726,0.3737
42,Pulaski,NB,0.46,16.0,18.2,1.52,125.1,0.2987,0.149,0.4329,0.2672,0.2921,0.3343
43,Pulaski,NB,0.24,19.0,22.8,0.63,50.2,0.013,0.0071,0.0118,0.0111,0.0106,0.0105
44,Pulaski,NB,0.68,21.0,24.4,1.67,142.3,0.5844,0.173,0.5294,0.4555,0.4264,0.428
48,Pulaski,NB,0.5,25.0,26.7,1.12,104.6,0.3506,0.0855,0.3177,0.2678,0.2496,0.2513
49,Pulaski,NB,0.5,25.0,26.8,1.12,104.6,0.3506,0.0849,0.3177,0.2676,0.2494,0.2511
50,Pulaski,NB,0.5,29.0,27.3,1.1,104.6,0.3506,0.0817,0.3177,0.2667,0.2483,0.2502
51,Pulaski,NB,0.65,27.0,24.7,1.58,136.0,0.5455,0.1586,0.4941,0.4243,0.397,0.3986
62,Pulaski,SB,0.5,31.0,28.7,1.05,104.6,0.3506,0.0735,0.3177,0.2642,0.2455,0.2477
63,Pulaski,SB,0.5,33.0,27.2,1.1,104.6,0.3506,0.0822,0.3177,0.2668,0.2485,0.2503
64,Pulaski,SB,0.5,33.0,28.4,1.06,104.6,0.3506,0.0751,0.3177,0.2647,0.2461,0.2482
65,Pulaski,SB,0.5,25.0,26.3,1.14,104.6,0.3506,0.0888,0.3177,0.2688,0.2507,0.2523
66,Pulaski,SB,0.5,25.0,26.3,1.14,104.6,0.3506,0.0888,0.3177,0.2688,0.2507,0.2523
67,Pulaski,SB,1.0,29.0,26.9,2.23,209.2,1.0,0.2624,0.9059,0.7693,0.7182,0.7222
72,Pulaski,SB,0.62,25.0,25.4,1.46,129.7,0.5065,0.1398,0.4588,0.3917,0.3661,0.3679
73,Pulaski,SB,0.38,26.0,25.7,0.89,79.5,0.1948,0.0478,0.1765,0.1489,0.1388,0.1397
74,Pulaski,SB,0.5,32.0,29.0,1.03,104.6,0.3506,0.0713,0.3177,0.2635,0.2448,0.247
75,Pulaski,SB,0.53,36.0,29.3,1.08,110.9,0.3896,0.0794,0.3529,0.2929,0.272,0.2745
76,Pulaski,SB,0.95,32.0,30.6,1.86,198.8,0.9351,0.2035,0.847,0.7068,0.6573,0.6628
77,Pulaski,SB,0.5,25.0,25.7,1.17,104.6,0.3506,0.093,0.3177,0.2701,0.2522,0.2536
78,Pulaski,SB,0.5,25.0,24.3,1.24,104.6,0.3506,0.1035,0.3177,0.2732,0.2557,0.2567
85,Pulaski,SB,0.5,29.0,26.9,1.12,104.6,0.3506,0.0844,0.3177,0.2675,0.2492,0.251
86,Pulaski,SB,0.24,21.0,19.3,0.75,50.2,0.013,0.0255,0.0118,0.0166,0.0168,0.016
87,Pulaski,SB,0.5,18.0,23.2,1.29,104.6,0.3506,0.1125,0.3177,0.2759,0.2588,0.2594
92,Pulaski,SB,0.85,28.0,28.0,1.82,177.8,0.8052,0.1971,0.7294,0.6152,0.5734,0.5773
93,Pulaski,SB,0.4,27.0,25.5,0.94,83.7,0.2208,0.0568,0.2,0.1695,0.1582,0.1591
94,Pulaski,SB,0.6,26.0,25.4,1.42,125.5,0.4805,0.1326,0.4353,0.3716,0.3473,0.349
101,Ashland,NB,0.5,26.0,26.7,1.12,104.6,0.3506,0.0854,0.3177,0.2678,0.2496,0.2513
102,Ashland,NB,1.0,30.0,30.2,1.99,209.2,1.0,0.2234,0.9059,0.7576,0.7049,0.7106
